Media: 57.0421832359 Desvio Estandar: 73.2480245716 modifiedThompson: 131.72924739

DRTT    outliers
9.22222222222    No
7.62962962963    No
11.0033670034    No
2.68181818182    No
224.147058824    Si
35.6196078431    No
151.955555556    No
55.9555555556    No
46.4701754386    No
25.7368421053    No
