Media: 28.6807189542 Desvio Estandar: 41.2351905289 modifiedThompson: 77.1510414796

DRTT    outliers
23.05    No
6.1    No
7.9    No
128.1    Si
18.5    No
3.1    No
17.9    No
26.35    No
0.861111111111    No
2.68888888889    No
140.6    Si
1.4    No
15.6    No
41.1    No
25.5    No
12.7111111111    No
16.1111111111    No
